team_1,team_2,date,score_1,score_2,posse_1,posse_2,acerto_1,acerto_2,chutes_1,chutes_2,defesas_1,defesas_2,y_cards_1,y_cards_2,r_cards_1,r_cards_2,faltas_1,faltas_2,escanteios_1,escanteios_2,cruzamentos_1,cruzamentos_2,contatos_1,contatos_2,jogada_aerea_1,jogada_aerea_2,defesas_1,defesas_2,impedimento_1,impedimento_2,tiro_meta_1,tiro_meta_2,lateral_1,lateral_2,home_away,league
Internazionale,Cremonese," terça-feira Agosto 30, 2022",3,1,0.53,0.47,0.85,0.78,0.39,0.36,26,15,0,3,0,0,6,14,6,6,18,19,623,542,15,6,26,15,2,2,4,12,20,22,home,Italy-A
Cremonese,Internazionale," terça-feira Agosto 30, 2022",1,3,0.47,0.53,0.78,0.85,0.36,0.39,15,26,3,0,0,0,14,6,6,6,19,18,542,623,6,15,15,26,2,2,12,4,22,20,away,Italy-A
Roma,Monza," terça-feira Agosto 30, 2022",3,0,0.4,0.6,0.83,0.9,0.53,0.08,12,9,0,3,0,0,10,7,5,4,8,22,507,733,7,6,12,9,2,1,13,4,16,13,home,Italy-A
Monza,Roma," terça-feira Agosto 30, 2022",0,3,0.6,0.4,0.9,0.83,0.08,0.53,9,12,3,0,0,0,7,10,4,5,22,8,733,507,6,7,9,12,1,2,4,13,13,16,away,Italy-A
Sampdoria,Lazio," quarta-feira Agosto 31, 2022",1,1,0.44,0.56,0.83,0.86,0.3,0.46,14,13,0,2,0,0,11,10,5,7,18,18,563,738,14,6,14,13,2,2,5,4,13,11,home,Italy-A
Lazio,Sampdoria," quarta-feira Agosto 31, 2022",1,1,0.56,0.44,0.86,0.83,0.46,0.3,13,14,2,0,0,0,10,11,7,5,18,18,738,563,6,14,13,14,2,2,4,5,11,13,away,Italy-A
Udinese,Fiorentina," quarta-feira Agosto 31, 2022",1,0,0.27,0.73,0.67,0.88,0.38,0.17,22,13,1,2,0,0,13,10,3,7,7,20,372,817,16,13,22,13,5,0,8,6,16,29,home,Italy-A
Fiorentina,Udinese," quarta-feira Agosto 31, 2022",0,1,0.73,0.27,0.88,0.67,0.17,0.38,13,22,2,1,0,0,10,13,7,3,20,7,817,372,13,16,13,22,0,5,6,8,29,16,away,Italy-A
Empoli,HellasVerona," quarta-feira Agosto 31, 2022",1,1,0.52,0.48,0.7,0.69,0.25,0.33,22,27,0,4,0,0,5,22,7,10,23,25,528,498,13,18,22,27,2,1,4,7,27,22,home,Italy-A
HellasVerona,Empoli," quarta-feira Agosto 31, 2022",1,1,0.48,0.52,0.69,0.7,0.33,0.25,27,22,4,0,0,0,22,5,10,7,25,23,498,528,18,13,27,22,1,2,7,4,22,27,away,Italy-A
Juventus,Spezia," quarta-feira Agosto 31, 2022",2,0,0.5,0.5,0.82,0.79,0.2,0.0,23,13,0,2,0,0,11,10,7,3,12,18,629,607,10,16,23,13,1,2,1,7,23,31,home,Italy-A
Spezia,Juventus," quarta-feira Agosto 31, 2022",0,2,0.5,0.5,0.79,0.82,0.0,0.2,13,23,2,0,0,0,10,11,3,7,18,12,607,629,16,10,13,23,2,1,7,1,31,23,away,Italy-A
Napoli,Lecce," quarta-feira Agosto 31, 2022",1,1,0.71,0.29,0.85,0.71,0.37,0.38,14,34,1,4,0,0,7,20,6,4,24,10,815,438,20,12,14,34,4,3,6,13,32,17,home,Italy-A
Lecce,Napoli," quarta-feira Agosto 31, 2022",1,1,0.29,0.71,0.71,0.85,0.38,0.37,34,14,4,1,0,0,20,7,4,6,10,24,438,815,12,20,34,14,3,4,13,6,17,32,away,Italy-A
Atalanta,Torino," quinta-feira Setembro 1, 2022",3,1,0.41,0.59,0.7,0.79,0.3,0.25,20,18,1,3,0,0,14,13,7,2,14,10,501,665,30,19,20,18,5,3,7,3,16,19,home,Italy-A
Torino,Atalanta," quinta-feira Setembro 1, 2022",1,3,0.59,0.41,0.79,0.7,0.25,0.3,18,20,3,1,0,0,13,14,2,7,10,14,665,501,19,30,18,20,3,5,3,7,19,16,away,Italy-A
Bologna,Salernitana," quinta-feira Setembro 1, 2022",1,1,0.47,0.53,0.73,0.74,0.3,0.2,26,23,2,2,0,0,10,11,1,8,16,27,541,584,19,16,26,23,1,0,11,8,24,20,home,Italy-A
Salernitana,Bologna," quinta-feira Setembro 1, 2022",1,1,0.53,0.47,0.74,0.73,0.2,0.3,23,26,2,2,0,0,11,10,8,1,27,16,584,541,16,19,23,26,0,1,8,11,20,24,away,Italy-A
Fiorentina,Juventus," sábado Setembro 3, 2022",1,1,0.6,0.4,0.86,0.84,0.25,0.25,4,23,1,3,0,0,13,12,10,2,41,8,618,460,11,7,4,23,0,1,2,7,16,12,home,Italy-A
Juventus,Fiorentina," sábado Setembro 3, 2022",1,1,0.4,0.6,0.84,0.86,0.25,0.25,23,4,3,1,0,0,12,13,2,10,8,41,460,618,7,11,23,4,1,0,7,2,12,16,away,Italy-A
Milan,Internazionale," sábado Setembro 3, 2022Derby della Madonnina",3,2,0.47,0.53,0.82,0.8,0.24,0.31,14,3,5,2,0,0,10,12,2,5,10,15,514,519,17,7,14,3,2,2,2,11,10,24,home,Italy-A
Internazionale,Milan," sábado Setembro 3, 2022Derby della Madonnina",2,3,0.53,0.47,0.8,0.82,0.31,0.24,3,14,2,5,0,0,12,10,5,2,15,10,519,514,7,17,3,14,2,2,11,2,24,10,away,Italy-A
Lazio,Napoli," sábado Setembro 3, 2022",1,2,0.39,0.61,0.81,0.87,0.25,0.37,18,13,4,0,0,0,12,14,6,8,10,22,527,756,3,8,18,13,0,1,6,9,13,19,home,Italy-A
Napoli,Lazio," sábado Setembro 3, 2022",2,1,0.61,0.39,0.87,0.81,0.37,0.25,13,18,0,4,0,0,14,12,8,6,22,10,756,527,8,3,13,18,1,0,9,6,19,13,away,Italy-A
Cremonese,Sassuolo," domingo Setembro 4, 2022",0,0,0.46,0.54,0.77,0.8,0.0,0.41,18,24,1,1,0,0,16,6,2,3,19,18,524,612,8,8,18,24,3,2,7,10,17,28,home,Italy-A
Sassuolo,Cremonese," domingo Setembro 4, 2022",0,0,0.54,0.46,0.8,0.77,0.41,0.0,24,18,1,1,0,0,6,16,3,2,18,19,612,524,8,8,24,18,2,3,10,7,28,17,away,Italy-A
Spezia,Bologna," domingo Setembro 4, 2022",2,2,0.45,0.55,0.75,0.78,0.33,0.46,17,24,4,1,0,0,12,5,7,2,24,10,514,622,12,7,17,24,0,5,12,10,25,26,home,Italy-A
Bologna,Spezia," domingo Setembro 4, 2022",2,2,0.55,0.45,0.78,0.75,0.46,0.33,24,17,1,4,0,0,5,12,2,7,10,24,622,514,7,12,24,17,5,0,10,12,26,25,away,Italy-A
HellasVerona,Sampdoria," domingo Setembro 4, 2022",2,1,0.49,0.51,0.63,0.66,0.53,0.27,18,19,2,2,0,0,16,11,7,2,22,12,508,494,33,23,18,19,4,2,9,9,17,28,home,Italy-A
Sampdoria,HellasVerona," domingo Setembro 4, 2022",1,2,0.51,0.49,0.66,0.63,0.27,0.53,19,18,2,2,0,0,11,16,2,7,12,22,494,508,23,33,19,18,2,4,9,9,28,17,away,Italy-A
Udinese,Roma," domingo Setembro 4, 2022",4,0,0.43,0.57,0.81,0.85,0.45,0.17,15,9,3,2,0,0,16,13,3,7,11,16,506,633,8,5,15,9,0,2,9,7,10,21,home,Italy-A
Roma,Udinese," domingo Setembro 4, 2022",0,4,0.57,0.43,0.85,0.81,0.17,0.45,9,15,2,3,0,0,13,16,7,3,16,11,633,506,5,8,9,15,2,0,7,9,21,10,away,Italy-A
Salernitana,Empoli," segunda-feira Setembro 5, 2022",2,2,0.51,0.49,0.79,0.76,0.27,0.45,23,25,3,2,0,0,7,9,6,7,26,20,588,550,17,11,23,25,4,1,7,3,17,25,home,Italy-A
Empoli,Salernitana," segunda-feira Setembro 5, 2022",2,2,0.49,0.51,0.76,0.79,0.45,0.27,25,23,2,3,0,0,9,7,7,6,20,26,550,588,11,17,25,23,1,4,3,7,25,17,away,Italy-A
Monza,Atalanta," segunda-feira Setembro 5, 2022",0,2,0.59,0.41,0.81,0.75,0.3,0.46,16,17,1,1,0,0,9,10,4,9,14,19,702,531,16,10,16,17,0,1,3,2,18,25,home,Italy-A
Atalanta,Monza," segunda-feira Setembro 5, 2022",2,0,0.41,0.59,0.75,0.81,0.46,0.3,17,16,1,1,0,0,10,9,9,4,19,14,531,702,10,16,17,16,1,0,2,3,25,18,away,Italy-A
Torino,Lecce," segunda-feira Setembro 5, 2022",1,0,0.59,0.41,0.81,0.69,0.31,0.22,19,13,2,1,0,0,16,8,4,4,14,15,636,481,22,20,19,13,2,2,4,8,22,21,home,Italy-A
Lecce,Torino," segunda-feira Setembro 5, 2022",0,1,0.41,0.59,0.69,0.81,0.22,0.31,13,19,1,2,0,0,8,16,4,4,15,14,481,636,20,22,13,19,2,2,8,4,21,22,away,Italy-A
Napoli,Spezia," sábado Setembro 10, 2022",1,0,0.63,0.37,0.87,0.75,0.21,0.1,14,21,1,2,0,0,6,14,10,5,21,10,682,439,10,10,14,21,5,1,3,6,20,13,home,Italy-A
Spezia,Napoli," sábado Setembro 10, 2022",0,1,0.37,0.63,0.75,0.87,0.1,0.21,21,14,2,1,0,0,14,6,5,10,10,21,439,682,10,10,21,14,1,5,6,3,13,20,away,Italy-A
Internazionale,Torino," sábado Setembro 10, 2022",1,0,0.57,0.43,0.81,0.75,0.19,0.78,14,21,1,2,0,0,8,17,6,5,25,17,647,510,13,10,14,21,1,1,4,15,16,17,home,Italy-A
Torino,Internazionale," sábado Setembro 10, 2022",0,1,0.43,0.57,0.75,0.81,0.78,0.19,21,14,2,1,0,0,17,8,5,6,17,25,510,647,10,13,21,14,1,1,15,4,17,16,away,Italy-A
Sampdoria,Milan," sábado Setembro 10, 2022",1,2,0.57,0.43,0.84,0.79,0.4,0.21,11,14,5,2,0,0,12,10,2,4,15,10,597,482,11,8,11,14,0,2,7,4,17,12,home,Italy-A
Milan,Sampdoria," sábado Setembro 10, 2022",2,1,0.43,0.57,0.79,0.84,0.21,0.4,14,11,2,5,0,0,10,12,4,2,10,15,482,597,8,11,14,11,2,0,4,7,12,17,away,Italy-A
Atalanta,Cremonese," domingo Setembro 11, 2022",1,1,0.58,0.42,0.75,0.64,0.43,0.57,9,20,3,5,0,0,9,17,3,3,14,7,624,486,27,16,9,20,2,0,3,6,24,20,home,Italy-A
Cremonese,Atalanta," domingo Setembro 11, 2022",1,1,0.42,0.58,0.64,0.75,0.57,0.43,20,9,5,3,0,0,17,9,3,3,7,14,486,624,16,27,20,9,0,2,6,3,20,24,away,Italy-A
Bologna,Fiorentina," domingo Setembro 11, 2022Derby dell'Appennino",2,1,0.39,0.61,0.75,0.82,0.33,0.15,24,12,1,4,0,0,8,13,6,8,15,36,439,603,9,8,24,12,3,0,7,6,17,27,home,Italy-A
Fiorentina,Bologna," domingo Setembro 11, 2022Derby dell'Appennino",1,2,0.61,0.39,0.82,0.75,0.15,0.33,12,24,4,1,0,0,13,8,8,6,36,15,603,439,8,9,12,24,0,3,6,7,27,17,away,Italy-A
Lecce,Monza," domingo Setembro 11, 2022",1,1,0.53,0.47,0.77,0.74,0.43,0.5,15,25,3,3,0,0,18,22,8,5,27,19,519,479,10,12,15,25,1,0,4,3,20,19,home,Italy-A
Monza,Lecce," domingo Setembro 11, 2022",1,1,0.47,0.53,0.74,0.77,0.5,0.43,25,15,3,3,0,0,22,18,5,8,19,27,479,519,12,10,25,15,0,1,3,4,19,20,away,Italy-A
Sassuolo,Udinese," domingo Setembro 11, 2022",1,3,0.33,0.67,0.67,0.87,0.4,0.24,12,14,1,3,1,0,7,16,5,6,11,18,372,689,10,10,12,14,0,5,17,4,21,12,home,Italy-A
Udinese,Sassuolo," domingo Setembro 11, 2022",3,1,0.67,0.33,0.87,0.67,0.24,0.4,14,12,3,1,0,1,16,7,6,5,18,11,689,372,10,10,14,12,5,0,4,17,12,21,away,Italy-A
Lazio,HellasVerona," domingo Setembro 11, 2022",2,0,0.59,0.41,0.8,0.68,0.4,0.14,16,14,2,5,0,0,5,23,3,5,12,21,642,460,15,6,16,14,3,3,3,8,19,19,home,Italy-A
HellasVerona,Lazio," domingo Setembro 11, 2022",0,2,0.41,0.59,0.68,0.8,0.14,0.4,14,16,5,2,0,0,23,5,5,3,21,12,460,642,6,15,14,16,3,3,8,3,19,19,away,Italy-A
Juventus,Salernitana," domingo Setembro 11, 2022",2,2,0.61,0.39,0.85,0.75,0.27,0.4,8,19,5,4,1,1,13,15,8,2,26,9,728,513,11,14,8,19,6,2,2,16,11,18,home,Italy-A
Salernitana,Juventus," domingo Setembro 11, 2022",2,2,0.39,0.61,0.75,0.85,0.4,0.27,19,8,4,5,1,1,15,13,2,8,9,26,513,728,14,11,19,8,2,6,16,2,18,11,away,Italy-A
Empoli,Roma," segunda-feira Setembro 12, 2022",1,2,0.52,0.48,0.78,0.76,0.15,0.5,17,25,3,1,1,0,13,12,7,7,31,15,582,558,11,11,17,25,0,0,3,9,28,33,home,Italy-A
Roma,Empoli," segunda-feira Setembro 12, 2022",2,1,0.48,0.52,0.76,0.78,0.5,0.15,25,17,1,3,0,1,12,13,7,7,15,31,558,582,11,11,25,17,0,0,9,3,33,28,away,Italy-A
Salernitana,Lecce," sexta-feira Setembro 16, 2022",1,2,0.58,0.42,0.83,0.77,0.5,0.31,17,20,1,3,0,0,9,11,4,5,17,18,641,504,11,7,17,20,6,0,8,1,29,18,home,Italy-A
Lecce,Salernitana," sexta-feira Setembro 16, 2022",2,1,0.42,0.58,0.77,0.83,0.31,0.5,20,17,3,1,0,0,11,9,5,4,18,17,504,641,7,11,20,17,0,6,1,8,18,29,away,Italy-A
Bologna,Empoli," sábado Setembro 17, 2022",0,1,0.61,0.39,0.77,0.66,0.19,0.42,15,24,2,3,0,0,11,16,5,8,25,22,581,416,12,8,15,24,4,0,6,4,32,19,home,Italy-A
Empoli,Bologna," sábado Setembro 17, 2022",1,0,0.39,0.61,0.66,0.77,0.42,0.19,24,15,3,2,0,0,16,11,8,5,22,25,416,581,8,12,24,15,0,4,4,6,19,32,away,Italy-A
Spezia,Sampdoria," sábado Setembro 17, 2022",2,1,0.52,0.48,0.72,0.7,0.5,0.73,26,11,4,5,0,0,17,14,3,6,22,15,561,494,25,18,26,11,4,1,1,6,30,33,home,Italy-A
Sampdoria,Spezia," sábado Setembro 17, 2022",1,2,0.48,0.52,0.7,0.72,0.73,0.5,11,26,5,4,0,0,14,17,6,3,15,22,494,561,18,25,11,26,1,4,6,1,33,30,away,Italy-A
Torino,Sassuolo," sábado Setembro 17, 2022",0,1,0.57,0.43,0.84,0.76,0.25,0.5,15,15,4,1,0,0,13,7,4,3,12,13,666,514,20,8,15,15,3,0,2,4,16,23,home,Italy-A
Sassuolo,Torino," sábado Setembro 17, 2022",1,0,0.43,0.57,0.76,0.84,0.5,0.25,15,15,1,4,0,0,7,13,3,4,13,12,514,666,8,20,15,15,0,3,4,2,23,16,away,Italy-A
Udinese,Internazionale," domingo Setembro 18, 2022",3,1,0.44,0.56,0.73,0.77,0.3,0.25,21,16,3,4,0,0,11,13,7,4,14,24,505,583,10,15,21,16,1,2,10,4,24,19,home,Italy-A
Internazionale,Udinese," domingo Setembro 18, 2022",1,3,0.56,0.44,0.77,0.73,0.25,0.3,16,21,4,3,0,0,13,11,4,7,24,14,583,505,15,10,16,21,2,1,4,10,19,24,away,Italy-A
Cremonese,Lazio," domingo Setembro 18, 2022",0,4,0.45,0.55,0.77,0.82,0.17,0.38,6,18,1,1,0,0,12,9,8,5,24,7,535,626,10,8,6,18,3,0,9,10,26,14,home,Italy-A
Lazio,Cremonese," domingo Setembro 18, 2022",4,0,0.55,0.45,0.82,0.77,0.38,0.17,18,6,1,1,0,0,9,12,5,8,7,24,626,535,8,10,18,6,0,3,10,9,14,26,away,Italy-A
Monza,Juventus," domingo Setembro 18, 2022",1,0,0.6,0.4,0.84,0.76,0.24,0.2,15,16,2,1,0,1,16,17,5,3,20,18,688,488,13,16,15,16,6,0,8,13,19,20,home,Italy-A
Juventus,Monza," domingo Setembro 18, 2022",0,1,0.4,0.6,0.76,0.84,0.2,0.24,16,15,1,2,1,0,17,16,3,5,18,20,488,688,16,13,16,15,0,6,13,8,20,19,away,Italy-A
Fiorentina,HellasVerona," domingo Setembro 18, 2022",2,0,0.44,0.56,0.65,0.69,0.57,0.13,23,19,4,4,0,0,18,17,7,3,18,18,454,528,19,20,23,19,2,4,12,5,18,25,home,Italy-A
HellasVerona,Fiorentina," domingo Setembro 18, 2022",0,2,0.56,0.44,0.69,0.65,0.13,0.57,19,23,4,4,0,0,17,18,3,7,18,18,528,454,20,19,19,23,4,2,5,12,25,18,away,Italy-A
Roma,Atalanta," domingo Setembro 18, 2022",0,1,0.56,0.44,0.82,0.73,0.24,0.25,11,20,0,7,0,0,9,19,5,1,21,8,650,534,17,10,11,20,1,0,8,17,28,25,home,Italy-A
Atalanta,Roma," domingo Setembro 18, 2022",1,0,0.44,0.56,0.73,0.82,0.25,0.24,20,11,7,0,0,0,19,9,1,5,8,21,534,650,10,17,20,11,0,1,17,8,25,28,away,Italy-A
Milan,Napoli," domingo Setembro 18, 2022",1,2,0.51,0.49,0.8,0.81,0.23,0.38,8,32,4,3,0,0,18,11,9,4,20,9,589,571,24,12,8,32,1,0,2,9,27,13,home,Italy-A
Napoli,Milan," domingo Setembro 18, 2022",2,1,0.49,0.51,0.81,0.8,0.38,0.23,32,8,3,4,0,0,11,18,4,9,9,20,571,589,12,24,32,8,0,1,9,2,13,27,away,Italy-A
Napoli,Torino," sábado Outubro 1, 2022",3,1,0.49,0.51,0.81,0.8,0.47,0.19,19,4,0,2,0,0,4,17,4,4,7,22,594,593,15,15,19,4,0,0,6,7,20,15,home,Italy-A
Torino,Napoli," sábado Outubro 1, 2022",1,3,0.51,0.49,0.8,0.81,0.19,0.47,4,19,2,0,0,0,17,4,4,4,22,7,593,594,15,15,4,19,0,0,7,6,15,20,away,Italy-A
Internazionale,Roma," sábado Outubro 1, 2022",1,2,0.58,0.42,0.85,0.84,0.13,0.3,7,24,4,3,0,0,15,14,5,1,20,7,655,524,12,7,7,24,1,0,5,9,21,18,home,Italy-A
Roma,Internazionale," sábado Outubro 1, 2022",2,1,0.42,0.58,0.84,0.85,0.3,0.13,24,7,3,4,0,0,14,15,1,5,7,20,524,655,7,12,24,7,0,1,9,5,18,21,away,Italy-A
Empoli,Milan," sábado Outubro 1, 2022",1,3,0.43,0.57,0.72,0.76,0.25,0.32,26,14,3,2,0,0,15,10,3,7,13,21,452,546,6,9,26,14,2,3,6,2,16,24,home,Italy-A
Milan,Empoli," sábado Outubro 1, 2022",3,1,0.57,0.43,0.76,0.72,0.32,0.25,14,26,2,3,0,0,10,15,7,3,21,13,546,452,9,6,14,26,3,2,2,6,24,16,away,Italy-A
Lazio,Spezia," domingo Outubro 2, 2022",4,0,0.61,0.39,0.88,0.78,0.5,0.07,24,13,0,2,0,0,3,14,3,6,12,13,714,488,10,12,24,13,2,6,4,5,21,19,home,Italy-A
Spezia,Lazio," domingo Outubro 2, 2022",0,4,0.39,0.61,0.78,0.88,0.07,0.5,13,24,2,0,0,0,14,3,6,3,13,12,488,714,12,10,13,24,6,2,5,4,19,21,away,Italy-A
Sassuolo,Salernitana," domingo Outubro 2, 2022",5,0,0.44,0.56,0.85,0.83,0.63,0.17,26,13,1,1,0,0,10,8,1,2,7,22,565,671,7,9,26,13,1,3,10,7,19,21,home,Italy-A
Salernitana,Sassuolo," domingo Outubro 2, 2022",0,5,0.56,0.44,0.83,0.85,0.17,0.63,13,26,1,1,0,0,8,10,2,1,22,7,671,565,9,7,13,26,3,1,7,10,21,19,away,Italy-A
Lecce,Cremonese," domingo Outubro 2, 2022",1,1,0.54,0.46,0.73,0.66,0.0,0.25,17,22,3,1,0,0,11,15,1,8,13,25,560,478,13,8,17,22,0,3,19,6,32,26,home,Italy-A
Cremonese,Lecce," domingo Outubro 2, 2022",1,1,0.46,0.54,0.66,0.73,0.25,0.0,22,17,1,3,0,0,15,11,8,1,25,13,478,560,8,13,22,17,3,0,6,19,26,32,away,Italy-A
Sampdoria,Monza," domingo Outubro 2, 2022",0,3,0.5,0.5,0.71,0.76,0.33,0.46,16,19,2,2,0,0,16,24,2,4,17,16,512,555,11,19,16,19,3,5,7,6,23,21,home,Italy-A
Monza,Sampdoria," domingo Outubro 2, 2022",3,0,0.5,0.5,0.76,0.71,0.46,0.33,19,16,2,2,0,0,24,16,4,2,16,17,555,512,19,11,19,16,5,3,6,7,21,23,away,Italy-A
Atalanta,Fiorentina," domingo Outubro 2, 2022",1,0,0.39,0.61,0.74,0.83,0.5,0.31,27,13,2,2,0,0,12,10,1,5,9,28,500,724,14,19,27,13,2,0,10,7,26,22,home,Italy-A
Fiorentina,Atalanta," domingo Outubro 2, 2022",0,1,0.61,0.39,0.83,0.74,0.31,0.5,13,27,2,2,0,0,10,12,5,1,28,9,724,500,19,14,13,27,0,2,7,10,22,26,away,Italy-A
Juventus,Bologna," domingo Outubro 2, 2022",3,0,0.48,0.52,0.82,0.83,0.35,0.11,10,20,0,1,0,0,11,15,2,4,19,16,590,620,6,9,10,20,1,1,5,12,17,21,home,Italy-A
Bologna,Juventus," domingo Outubro 2, 2022",0,3,0.52,0.48,0.83,0.82,0.11,0.35,20,10,1,0,0,0,15,11,4,2,16,19,620,590,9,6,20,10,1,1,12,5,21,17,away,Italy-A
HellasVerona,Udinese," segunda-feira Outubro 3, 2022",1,2,0.32,0.68,0.63,0.84,0.29,0.38,20,18,3,3,0,0,15,11,4,9,20,12,370,712,7,18,20,18,4,1,11,4,16,17,home,Italy-A
Udinese,HellasVerona," segunda-feira Outubro 3, 2022",2,1,0.68,0.32,0.84,0.63,0.38,0.29,18,20,3,3,0,0,11,15,9,4,12,20,712,370,18,7,18,20,1,4,4,11,17,16,away,Italy-A
Sassuolo,Internazionale," sábado Outubro 8, 2022",1,2,0.52,0.48,0.84,0.84,0.2,0.25,12,22,3,2,0,0,14,17,6,5,18,20,606,581,13,11,12,22,0,1,9,12,19,15,home,Italy-A
Internazionale,Sassuolo," sábado Outubro 8, 2022",2,1,0.48,0.52,0.84,0.84,0.25,0.2,22,12,2,3,0,0,17,14,5,6,20,18,581,606,11,13,22,12,1,0,12,9,15,19,away,Italy-A
Milan,Juventus," sábado Outubro 8, 2022",2,0,0.4,0.6,0.71,0.83,0.14,0.3,9,16,2,3,0,0,7,7,9,3,19,11,503,698,15,15,9,16,1,0,6,6,27,22,home,Italy-A
Juventus,Milan," sábado Outubro 8, 2022",0,2,0.6,0.4,0.83,0.71,0.3,0.14,16,9,3,2,0,0,7,7,3,9,11,19,698,503,15,15,16,9,0,1,6,6,22,27,away,Italy-A
Bologna,Sampdoria," sábado Outubro 8, 2022",1,1,0.51,0.49,0.75,0.68,0.3,0.33,21,17,2,3,0,0,17,21,2,5,19,19,564,506,12,19,21,17,5,1,6,4,28,29,home,Italy-A
Sampdoria,Bologna," sábado Outubro 8, 2022",1,1,0.49,0.51,0.68,0.75,0.33,0.3,17,21,3,2,0,0,21,17,5,2,19,19,506,564,19,12,17,21,1,5,4,6,29,28,away,Italy-A
Torino,Empoli," domingo Outubro 9, 2022",1,1,0.66,0.34,0.85,0.72,0.35,0.33,6,27,2,4,0,0,15,9,6,1,37,5,658,390,18,11,6,27,3,1,3,9,30,17,home,Italy-A
Empoli,Torino," domingo Outubro 9, 2022",1,1,0.34,0.66,0.72,0.85,0.33,0.35,27,6,4,2,0,0,9,15,1,6,5,37,390,658,11,18,27,6,1,3,9,3,17,30,away,Italy-A
Udinese,Atalanta," domingo Outubro 9, 2022",2,2,0.59,0.41,0.83,0.76,0.2,0.5,13,17,2,3,0,0,11,12,5,3,12,11,669,498,10,7,13,17,0,1,8,7,30,19,home,Italy-A
Atalanta,Udinese," domingo Outubro 9, 2022",2,2,0.41,0.59,0.76,0.83,0.5,0.2,17,13,3,2,0,0,12,11,3,5,11,12,498,669,7,10,17,13,1,0,7,8,19,30,away,Italy-A
Salernitana,HellasVerona," domingo Outubro 9, 2022",2,1,0.4,0.6,0.71,0.77,0.29,0.17,29,7,2,3,1,1,9,15,1,6,8,27,478,599,18,17,29,7,1,3,8,8,15,20,home,Italy-A
HellasVerona,Salernitana," domingo Outubro 9, 2022",1,2,0.6,0.4,0.77,0.71,0.17,0.29,7,29,3,2,1,1,15,9,6,1,27,8,599,478,17,18,7,29,3,1,8,8,20,15,away,Italy-A
Monza,Spezia," domingo Outubro 9, 2022",2,0,0.47,0.53,0.76,0.79,0.57,0.1,16,8,3,2,0,0,10,20,3,6,9,17,545,574,15,15,16,8,3,4,8,4,21,27,home,Italy-A
Spezia,Monza," domingo Outubro 9, 2022",0,2,0.53,0.47,0.79,0.76,0.1,0.57,8,16,2,3,0,0,20,10,6,3,17,9,574,545,15,15,8,16,4,3,4,8,27,21,away,Italy-A
Cremonese,Napoli," domingo Outubro 9, 2022",1,4,0.31,0.69,0.69,0.88,0.08,0.45,14,18,2,0,0,0,18,6,5,2,13,11,386,753,13,18,14,18,4,1,13,7,15,15,home,Italy-A
Napoli,Cremonese," domingo Outubro 9, 2022",4,1,0.69,0.31,0.88,0.69,0.45,0.08,18,14,0,2,0,0,6,18,2,5,11,13,753,386,18,13,18,14,1,4,7,13,15,15,away,Italy-A
Roma,Lecce," domingo Outubro 9, 2022",2,1,0.66,0.34,0.86,0.71,0.26,0.5,11,22,2,1,0,1,12,11,13,4,31,7,708,411,14,8,11,22,1,1,2,9,18,23,home,Italy-A
Lecce,Roma," domingo Outubro 9, 2022",1,2,0.34,0.66,0.71,0.86,0.5,0.26,22,11,1,2,1,0,11,12,4,13,7,31,411,708,8,14,22,11,1,1,9,2,23,18,away,Italy-A
Fiorentina,Lazio," segunda-feira Outubro 10, 2022",0,4,0.62,0.38,0.83,0.75,0.12,0.6,7,30,4,1,0,0,17,9,9,2,35,6,682,482,18,7,7,30,4,2,3,14,20,17,home,Italy-A
Lazio,Fiorentina," segunda-feira Outubro 10, 2022",4,0,0.38,0.62,0.75,0.83,0.6,0.12,30,7,1,4,0,0,9,17,2,9,6,35,482,682,7,18,30,7,2,4,14,3,17,20,away,Italy-A
Empoli,Monza," sábado Outubro 15, 2022",1,0,0.36,0.64,0.74,0.83,0.45,0.25,26,2,5,3,0,1,17,14,2,9,12,37,466,698,9,12,26,2,1,1,8,8,21,25,home,Italy-A
Monza,Empoli," sábado Outubro 15, 2022",0,1,0.64,0.36,0.83,0.74,0.25,0.45,2,26,3,5,1,0,14,17,9,2,37,12,698,466,12,9,2,26,1,1,8,8,25,21,away,Italy-A
Torino,Juventus," sábado Outubro 15, 2022",0,1,0.53,0.47,0.82,0.78,0.13,0.57,15,14,2,0,0,0,11,8,3,6,14,18,632,586,6,16,15,14,0,0,4,4,19,15,home,Italy-A
Juventus,Torino," sábado Outubro 15, 2022",1,0,0.47,0.53,0.78,0.82,0.57,0.13,14,15,0,2,0,0,8,11,6,3,18,14,586,632,16,6,14,15,0,0,4,4,15,19,away,Italy-A
Atalanta,Sassuolo," sábado Outubro 15, 2022",2,1,0.48,0.52,0.81,0.81,0.25,0.27,9,12,1,4,0,0,10,8,3,3,15,18,634,668,16,5,9,12,3,2,5,10,25,20,home,Italy-A
Sassuolo,Atalanta," sábado Outubro 15, 2022",1,2,0.52,0.48,0.81,0.81,0.27,0.25,12,9,4,1,0,0,8,10,3,3,18,15,668,634,5,16,12,9,2,3,10,5,20,25,away,Italy-A
Internazionale,Salernitana," domingo Outubro 16, 2022",2,0,0.61,0.39,0.86,0.78,0.38,0.38,13,21,0,1,0,0,12,14,6,4,23,12,663,451,12,4,13,21,0,4,8,14,11,21,home,Italy-A
